Gene.symbol	adj.P.Val	logFC
IQCJ-SCHIP1///SCHIP1	0.00100181945775447	3.10630914677778
SNORD79	0.00100850246082477	1.94692344283333
	0.00100934585405646	2.78434027416667
DTL	0.00101648153140466	4.69172871083333
HBD	0.00105516096826639	3.42468421472222
USP11	0.001065057670984	1.47101521972222
ANGPT1	0.00108439631399077	2.90902155616667
NET1	0.00108439631399077	2.50641614133334
HIST2H4B///HIST2H4A	0.0011048065999285	3.16858176855556
MDC1	0.00113214059929191	1.48076697666667
SNORD81	0.00114033867937171	1.68511528666667
DPY19L2	0.00114033867937171	1.96905557316667
C1orf186	0.00115231470532803	2.6236990625
GUCY1A3	0.00116518446139177	4.24003670511111
	0.00118271497257867	1.80543193016667
YES1	0.00122523159078735	3.38189851272222
	0.00122527703603502	2.56370306888889
ZC3HAV1L	0.00123440634900064	3.02598226244445
ZNF660	0.00124005681362101	2.32627167105556
EPDR1	0.00127298222713494	2.70270468861111
CNST	0.00130861018681524	1.3686823315
	0.00136011129418816	2.03881454177778
ISYNA1	0.0013629706673587	2.30652586105555
SPINK2	0.00137662846758648	2.81663625227778
ZNF334	0.00138812089787513	1.38480009244444
LOC100131826	0.00139364577035938	2.39867730472222
GLS	0.00139364577035938	1.35720311016667
ZNF852	0.00139504543234301	1.3679337515
HIST1H2BF	0.00143208985570757	2.76641885822222
KCNQ5	0.00143208985570757	3.36405796322222
ANKRD36BP2///ANKRD36C///ANKRD36///ANKRD36B	0.00148219638498931	2.40403892438889
MAST4	0.00156546393432186	1.58540606694445
MSANTD3-TMEFF1///MSANTD3	0.00157310282866082	1.69948513066667
CPSF6	0.0015972587350513	1.354757712
MIR155///MIR155HG	0.00168419923949969	2.34667011194445
NT5DC3	0.00169074684488771	1.9344677525
NME7	0.00169345529789697	1.60858226944444
	0.00173612002469644	1.84410885338889
PMS2P9///PMS2P7///PMS2P6///DTX2P1-UPK3BP1-PMS2P11///LOC441259///PMS2///PMS2P3///PMS2P5///PMS2P4///PMS2P2///PMS2P1///PMS2P6///PMS2P3///PMS2P2///PMS2P1	0.00174801529760791	1.45072989577778
	0.00176693887498256	1.59973095338889
STAG3L5P-PVRIG2P-PILRB///STAG3L2///STAG3L3///STAG3L1	0.00179484988154001	1.51452412438889
ALDH5A1	0.00179484988154001	1.9639822035
	0.00181228975050936	2.95941940072222
ZNF367	0.00185852294922414	2.02199352138889
METAP1D	0.00186300501836135	1.55913802588889
ITGA6	0.00190058712824298	4.047332478
SEPT11	0.00190415870294293	2.40168840561111
PMS2P9///PMS2P7///PMS2P6///DTX2P1-UPK3BP1-PMS2P11///LOC441259///PMS2///PMS2P3///PMS2P5///PMS2P4///PMS2P2///PMS2P1///PMS2P6///PMS2P3///PMS2P2///PMS2P1	0.00196405912165065	1.20730356177777
SLC38A5	0.00203829154614102	2.58030083405556
	0.00207425100169865	1.56404954666666
ENPP2	0.00207950399819863	2.21972934616667
	0.00211554245058949	2.65132610638889
FAM46C	0.0021403241800574	3.43424889411111
PNN	0.00222138098204522	1.51256161994444
DNAJC9	0.0022282577017102	1.351959621
MFGE8	0.00225238056287464	1.90423060644444
CCDC171	0.00227300628860996	2.11039454116667
CDC123	0.00229335608801376	1.03766145961111
	0.0023140238748963	1.67384532916667
SNHG17///SNORA71B	0.00242582477141905	1.25957537522222
ATP2A3	0.00244265326973231	1.66695726694445
	0.00244265326973231	1.37989494522222
SNHG1///SNORD22	0.00248612260876258	1.90135578616667
CHST10	0.00248612260876258	1.61882980461111
MCM2	0.00250258057928201	2.74258148027778
ZRANB2	0.00253495624319799	1.10086273933334
TIE1	0.00256700435323264	1.80171686427778
TYMS	0.00257423107867895	4.65079884055556
SLC27A2	0.00257852861700024	3.85462934044444
LOC81691	0.00265195736154608	2.43752076077778
HIST1H2BM	0.0026520072856595	4.14459881827778
KNTC1	0.0027453687358083	2.45040504022222
FANK1	0.0027453687358083	1.05563262588889
ADAT2	0.00280666695061818	2.217361567
ZNF587B///ZNF814	0.00282826126206405	1.61776086288889
CCDC169-SOHLH2///CCDC169	0.00282913331887283	2.2773407535
	0.00286155887949419	1.26547810616667
ATP2C1	0.00286155887949419	1.58528501883334
	0.00288365673017349	2.23587020322222
BSPRY	0.00290162071497405	1.929152419
HIST1H3H///HIST1H2AI	0.00294668235242101	3.35676472144444
RGPD2///RGPD6///RGPD8///RGPD3///RGPD1///RGPD4///RGPD5///RANBP2	0.00312160201415758	2.44361602433333
TOM1L1	0.0031230724523008	2.3779561165
TBL1XR1	0.00313490883167326	1.05102929516667
CCNE2	0.00332420535211587	3.1768139845
RNF144A	0.00340035241177563	2.31241793644445
PROM1	0.00342475990783739	3.90571547577778
ERMP1	0.00343695566414477	1.95686667916667
	0.00354797358413866	1.65476608638889
TBC1D32	0.00363329414001418	1.87687554694444
KCNK5	0.00366817951690783	2.72992184683333
SNORA1///TAF1D	0.00371616315885223	1.90758938594444
PIEZO2	0.0037501893240752	1.87553339861111
ABCC4	0.00377753730594454	2.34131687111111
ANKRD36	0.00385464456263472	2.17628281722222
UBTF	0.00390056899239231	1.04003610511111
SUGT1P1	0.00405681380650539	1.76639118516667
LPAR4	0.00409576330372496	1.99311249761111
ZNF587	0.00410902600014877	1.13125595138889
	0.00412554527523067	2.40845811672223
ADGRL3	0.00418208792882307	1.76833351633333
TWSG1	0.00421961130186762	1.8121339565
SNORD43	0.00424631886352037	1.81443257455556
	0.00424631886352037	1.70890560583333
MCM7	0.00429018263680604	1.9187917595
PIEZO2	0.00432211978534543	1.65355961566667
KIFAP3	0.00441072123524677	1.42362196638889
	0.00448212569762908	1.28497766994445
SNORD77	0.00450457661270063	1.82380292422222
SPTBN1	0.00450457661270063	1.92225105783334
MCM6	0.00450549233922707	3.49253291144445
CYTL1	0.00451329613395181	2.62615094511111
SLC12A2	0.00453147017784442	1.93374165044444
HIST1H4C	0.00457056145942529	2.68279670711111
	0.0046150089836487	3.17178995477778
	0.00463827814036683	1.79884529572222
HMGN1	0.00467154864122071	1.13357863977777
USP53	0.00473846206935453	2.83820948611111
CEP70	0.00473846206935453	3.19891578694445
NFATC2///NFATC2	0.0048927767145342	2.46740248566667
TEC	0.00509965245506267	2.44193525727778
DPY19L2P2	0.00517010759249122	2.03069892461111
	0.00524786223836864	2.32302616283334
NYNRIN	0.00525625625272441	2.28414383422222
GINS2	0.00529587806900212	2.70825286677778
LTBP1	0.00534106284719215	2.39919623622222
HIST2H2AA4///HIST2H2AB///HIST2H2AC///HIST2H2AA3	0.00535694655589351	1.92002957327778
PRORSD1P	0.00535694655589351	1.1151649185
	0.00536657738308783	1.86990262538889
HIST1H2BJ	0.0055388101315427	2.57144108594445
SNORA40///TAF1D	0.0055388101315427	1.66368701738889
CAD	0.00555590982276058	1.50771264016667
SULT1C4	0.00560804640480837	1.12984072905555
HIST1H4B	0.00561258312385644	2.46685043183333
PASK	0.00561482230630719	1.213463314
HIST1H2BC	0.00561589432726042	2.22588283722222
	0.00562700329986439	2.6346890225
C5orf63	0.00563379480703285	2.25489021366667
CENPJ	0.00567156091599332	2.12521386
ATP8B2	0.00578101529291167	2.09311644433334
NUCB2	0.00580372835613994	2.40271716711111
HIST1H2BO	0.00592207528270508	2.10947636922222
CFAP36	0.00594901244436963	1.43264628422222
	0.00594901244436963	1.38771919427778
PRELID2	0.00612180839041834	2.44614027483333
	0.00618626602661006	1.34377575527778
TARBP1	0.00644156827349368	2.40363549444444
GATA2	0.00644156827349368	1.93657365966667
FAM30A	0.00650540076639601	2.81106634422222
LIG1	0.00657088206693924	1.31313379927778
	0.00658087212322719	2.09449800138889
LOC100996333///ADGRA3	0.00668038452995236	3.7378062085
HIST2H2BE	0.006774598334914	1.92350633661111
BRIP1	0.00677708390464928	3.15714415477778
WEE1	0.0068517389807678	2.469162817
RIF1	0.00694907898621459	1.08770584933334
EBPL	0.00697839728960589	1.86515692511111
NPM1	0.00716431560324238	1.79437231016667
HIST1H4J///HIST1H4K///HIST1H4J///HIST1H4K	0.00731209731493238	2.33221609444445
	0.00735962126473251	2.09943847088889
SNHG1///SNORD25	0.00759663907055933	2.62897234883334
MYCN	0.00763781276827023	2.26554296994444
ZEB1	0.00763928096745884	2.42309414866667
HELLS	0.00764112926593666	3.28466200383334
	0.00767764583868341	1.65415757572222
AHI1	0.00776572282099699	1.95056369944445
GOLPH3L	0.00782076490091024	1.27310178911111
CHAF1B	0.00782076490091024	2.50877163444445
PMS2P9///PMS2P7///PMS2P6///DTX2P1-UPK3BP1-PMS2P11///LOC441259///PMS2///PMS2P3///PMS2P5///PMS2P4///PMS2P2///PMS2P1///PMS2P6///PMS2P3///PMS2P2///PMS2P1	0.00787586143778017	1.74171895727778
HACD1	0.00795624736266905	2.83452792433333
	0.0079723793211995	1.14429289283333
CD96	0.0079723793211995	4.71036405233333
	0.0080199662301898	1.52635220461111
RXFP1	0.00802663824447452	2.12554182472222
MYB///MYB	0.00804598561418056	3.73213162511111
TMEM220	0.00808012431598271	1.57054358927778
HIST1H2AB	0.00808012431598271	3.42265061894445
CHD4	0.00823554060331075	1.01242585983333
HIST1H2AM	0.00825955598370471	2.5427769005
HIST1H4H	0.00836156586679385	1.98907494422223
LOC400927-CSNK1E///CSNK1E	0.00836672031065355	1.04419576527778
	0.00847837362559579	1.39765998966667
UNG	0.00853420608295452	1.96285554522222
WDR76	0.00863289164743773	2.25284955288889
HERC2P4///HERC2P2///HERC2P3///HERC2	0.00889446410659478	1.65944985972222
HOXB6	0.00899308627353344	1.11355789372222
TMEM67	0.00899308627353344	2.11824772205555
LOC100506127	0.00899308627353344	1.34162609183333
SNORA8///TAF1D	0.00899308627353344	1.42300797955555
LRBA	0.00903004898615359	1.93000291538889
CATSPER2	0.00903004898615359	1.20346513522222
MAD2L1	0.00903004898615359	3.18526215483333
AZU1	0.00903438771213155	2.05172873488889
ITGA9	0.00908393112401713	2.12019913111111
SNORA44///SNHG12	0.00920643214527148	1.15295842355556
MKI67	0.00924052026333769	3.70498392711111
MSTO2P///MSTO1	0.00924719324256545	1.18141492544444
MSTO2P///MSTO1	0.00926622263498205	1.43503157344445
ALS2	0.00926622263498205	1.4717226835
OR2T8	0.00930614092120527	1.37664971044445
HERC2P4///HERC2P9///HERC2P2///HERC2P3///HERC2	0.00930614092120527	2.05879557827778
	0.0093134753322635	1.92368586294445
	0.00932842367840599	1.0186542615
IFT122	0.00940393811196437	1.24949955194445
FBXW4P1	0.00940393811196437	1.48180939277778
TMEM182	0.00957063104478115	1.49932260444445
TCAF1	0.00959343829287818	1.38528265661111
CHEK1	0.00963084376032252	3.41510097811111
SNORD5///TAF1D	0.00968810615415084	1.31633357916667
MDN1	0.00981466672989729	1.75850125438889
ZNF550	0.00984451745504419	1.43097118483333
NEK11	0.00984536257500476	1.00314097227778
AIF1L	0.0100819473994797	1.27434265227778
FGFR1OP	0.0100819473994797	1.10247184666667
BAALC	0.0101872324114012	2.49701304555555
	0.0101930183276135	1.13315195933333
TTC26	0.0102458919400523	1.70052929233334
CMBL	0.0103933616981425	2.47309310116667
	0.0105040642146525	1.07818817111112
TFRC	0.0105040642146525	2.09610127122222
	0.0105040642146525	1.99802433066667
HIST1H2BG	0.0105040642146525	2.34169596827778
HIST1H4L	0.0105040642146525	3.61300190555556
CTSW	0.0105040642146525	3.03249368633333
ALAS2	0.0105888235394722	2.44000944833334
SNORD94	0.0106138008864152	1.73033298244444
GRIK5	0.010625798735523	1.94909659011111
TESPA1	0.0107064091163587	3.43353731238889
CBX5	0.0107411515417165	2.14112251983333
DPY19L2P1	0.0107550935109956	1.51401619872222
OCIAD2	0.0107612399767262	2.72201474944444
HIST2H2BD	0.0108765840245375	2.11233778255556
SLC39A8	0.0110394491683641	2.04269955083333
SNORA74A	0.0110830458920344	1.60025764438889
STRBP	0.0111188060880147	2.588300231
GOLGA8DP///GOLGA8F///GOLGA8CP///GOLGA8S///GOLGA8N///GOLGA8EP///GOLGA8G	0.011167543232597	1.30130411005556
IMPDH2	0.0111862583978918	1.86226555094444
POLG2	0.0111948899742189	1.2703264515
BBS5	0.0112050560937814	1.77828134077778
SNORA4///EIF4A2	0.0112916817413691	1.77294786244444
	0.0113535373522231	2.36977217327778
TCF19	0.0113669237142566	2.14992379861111
	0.0114006515593949	1.98788473561111
	0.0114168388605641	1.48897343388889
TMEM156	0.0115593502738042	2.62875730838889
	0.0115593502738042	2.28577013911111
ASNS	0.0115593502738042	2.17819681783334
MNS1	0.0115887288998447	2.31990043922222
WDHD1	0.0116011034431312	3.08012011938889
TEX30	0.0116612306590082	1.96467923216667
SNORD54	0.0116879550654326	1.81944018661111
FAM30A	0.0117185839272788	1.94917524083333
MSH2	0.0117625179108987	2.53531058711111
FXR1	0.0118350123140163	1.12451002516667
RBPMS	0.0120584990754255	1.45601024444444
RHOH	0.0121340960458393	2.98104838572222
HIST2H4A	0.0121548087228993	2.14216754161111
RCL1	0.0121953940918011	1.42317916433333
BLM	0.0122514284950483	2.31323607233333
ZNF662	0.0122514284950483	1.46906638522222
EFHC1	0.012257363292012	1.47797611638889
	0.0123586845556358	1.44787604466667
	0.0123645059719536	1.74144240605556
SUV39H2	0.0124727301100812	2.25209629022222
	0.0126233330357291	1.35939064838889
TFB1M	0.0126279397167824	1.38169926338889
TPX2	0.0127084132252633	3.73660732111111
SUGP2	0.0127887097565429	1.18376713244444
NDC80	0.0128543832439145	2.56699775744444
	0.0129046769328487	1.62376530733334
MRC1	0.013008699961504	2.44756791977778
BDH1	0.0131679785764411	1.55345339083333
AQP1///AQP1	0.0131879086979911	1.20637091905555
DNMT3B	0.0132722989781708	1.73775289316667
MCM8	0.0133727344691263	2.30197910022222
PMS2P9///PMS2P7///PMS2P6///DTX2P1-UPK3BP1-PMS2P11///LOC441259///PMS2///PMS2P3///PMS2P5///PMS2P4///PMS2P1///PMS2P6///PMS2P3///PMS2P2///PMS2P1	0.0133823270862537	1.16037820561111
SCML2	0.0136602699492683	3.19492467666667
KDELC1	0.0138080430510564	2.53129937055556
RRM2	0.0138424100496046	2.90392585344445
SELENBP1	0.0138506501370578	1.72136101666667
ALDH6A1	0.0139053787150215	1.032619448
HBG2///HBG1	0.0139053787150215	3.43369547388889
	0.0139226725989308	2.05116680027778
CCNE1	0.014077392519965	1.96033638038889
	0.014077392519965	1.51878492161111
	0.0140997090994728	1.33736036083333
	0.014107309532267	2.08181748727778
FAM229B	0.0142988480151592	1.20609544727778
NAA40	0.014335219324046	1.308256991
TARP	0.0145003830324941	4.85802958872222
	0.0145003830324941	2.20124601672222
ZNF571	0.014510809835746	1.43433752944444
DCTPP1	0.0145437570408414	1.60294485261111
HIST1H3I	0.0146318283029849	2.93911208433333
CEP128	0.0146617083431026	2.165955326
MICAL3	0.0148845297299783	1.95756978238889
LINC00680-GUSBP4///LOC100133050///GUSBP9///GUSBP1///GUSBP3///GUSBP2///SMA5///SMA4///GUSBP3///SMA5///SMA4	0.0149468847023074	1.28091669055556
RFX8	0.0149502120489719	1.8586525835
HOXA7	0.014978433749336	2.20191585988889
	0.0151460732292947	1.83136083388889
PLA2G6	0.0153685419994693	1.13758719177778
KDELC2	0.0153685419994693	2.43704638661111
CIRBP	0.0155975416095861	1.17406517166667
CAV2///LOC105375463///CAV2	0.0157177989972631	1.39831268711111
	0.0157493234696145	1.47715809383333
	0.0158880750847623	2.073592034
IGSF10	0.0159283228720232	2.65379954927778
BCR	0.0159283228720232	1.1886556865
	0.015994728073228	1.46692804355556
F2R	0.015994728073228	1.89626392333333
SLC2A5	0.0160113121202394	2.54879562177778
	0.0162112685840297	1.32659859438889
HBA2///HBA1	0.016326375108516	3.42264862472222
CDK2	0.016326375108516	1.95144238127778
	0.0164137750175113	1.24761430638889
ST3GAL3	0.0166410103342398	1.33174294477778
	0.0166484639613616	2.37128320772222
HSP90AA1	0.0166970727861957	1.13969976805556
HLTF	0.0169912600488993	2.32631589044444
PDP2	0.0170696829626713	1.51055348416667
WT1	0.0171367657042633	1.92915183405556
ZRANB3	0.0171752470707565	1.59662054222222
ANKRD18B	0.0176784922440952	1.51072313494444
STXBP4	0.0178212985373371	1.38876082088889
C12orf57///C12orf57	0.0178381878511812	1.66378211544445
TOP2A	0.0178665914386782	3.97247918261111
	0.0180113531151399	1.08055426255556
	0.0183022967058495	2.03783852105556
PLK4	0.0183031411952819	2.92810661022222
BCL2	0.0185411291857466	1.72520962461111
	0.0190288367073102	2.14775723472222
FLT3	0.0190312998318153	3.47029807655556
CHD1L	0.0192035527907967	1.84203382488889
LOC642846///DDX12P///DDX11	0.0192035527907967	1.88064145305556
NPM1	0.0192350916440342	1.80518851033333
LDHB	0.0194322649685807	2.40881868583333
RPS18P9///RPS18	0.0195790746550639	1.11845485655555
CIT	0.0195790746550639	2.86049170816667
DYNC2LI1	0.0196598837047243	1.09251682694444
GOLGA8R///GOLGA8O///GOLGA8N	0.0197325922201522	2.39552818461111
METTL7B	0.0197706004692774	1.12112745205556
XRCC2	0.0198145853563869	3.05745873338889
	0.0198290917043774	2.40397870722222
FAM60A	0.0201159211364677	1.42331092211111
ZNF461	0.0203472561830862	1.426694777
HIST1H3C	0.0204018447546897	1.91278788916667
USP54	0.0204107992830005	1.02663469822222
SPG20-AS1	0.0207288510361293	1.11457258805556
SNORA16A///SNHG12	0.020787698168235	1.40273822316667
NCAPG	0.020828844881754	3.82096161161111
	0.0208680995134922	2.03765195233333
PCNA	0.0208762297505071	2.38893859466667
LOC102724238///LOC554249///GLIDR	0.0208762297505071	1.01224504927778
HIBCH	0.0208771466567484	1.29589666805555
MTHFD1L	0.0209056565915522	1.69419446144445
PRC1	0.0209767465538571	3.08456874272222
KIF11	0.0209767465538571	3.21872442761111
ATAD2	0.0210319025146335	2.12156948366666
DNAJB4	0.0211942232966031	1.67235018411111
	0.0212406659352311	1.02342958844445
	0.0212406659352311	1.14525362372222
CCNB1	0.0212406659352311	3.62762875688889
TRIM10	0.0216640851661479	1.10347323922222
ELANE	0.0218709011783604	2.33160878727778
GCSHP3///LOC729080///LOC641746///GCSH	0.0218869796023824	1.4947687605
CDCA7	0.021908259370527	3.05667343194445
NME4	0.0219331072210312	1.06590199227778
SEC61A2	0.0219331072210312	1.7260101175
ITM2A	0.02203705319507	3.80075720372222
	0.0221865818332818	2.40133575516667
BCKDHB	0.0222262789567053	2.08964848472223
FANCI	0.0223708098754098	2.92098366988889
	0.0224004965463367	1.33285989438889
TTC7B	0.0224004965463367	1.81371760005556
	0.0224087249817275	1.42281935561111
ORC1	0.0228230923483584	2.41735179127778
PTPN7	0.0228230923483584	1.64793394705556
	0.0228230923483584	1.13539533277778
PFAS	0.0231174898012991	1.32294675711111
LOC102724093///GOLGA6L10///GOLGA6L4///GOLGA6L17P///GOLGA6L9///GOLGA6L5P	0.0231174898012991	1.06273947766667
RNF220	0.0231910567226777	1.33488950166667
G3BP1	0.023228096528464	1.33008778605556
NOP58	0.0232436978161901	1.61143183822222
SPTLC3	0.0233218187817062	2.01953116083333
WDR35	0.0235299370143962	2.17552610544444
LRRC70	0.0236199048019435	1.93220371277778
PTRF	0.0236604473824327	1.08608163638889
SNHG17	0.0236716044108612	1.09458463322222
PIEZO2	0.0236716044108612	1.50621445138889
PFKP	0.0236826424078177	1.49504712761111
	0.0237131418601573	1.72263346738889
SNORA56///DKC1	0.0237286973793119	1.29144311427778
HIST1H4A	0.0237691024872652	2.06855663072222
PPFIBP1///ALK	0.0237824257286887	2.13414859694444
KLF3-AS1	0.0238255646291906	1.75391089638889
IRAK1BP1	0.0239793188495733	1.54925791072222
	0.0240562389755122	1.167529909
OVOS///OVOS2	0.0241297769231165	2.84148055344444
	0.0241326842442876	2.36057254672222
	0.0242425408579641	1.24792928311111
IFT22	0.0242467790133672	1.37758555944444
HOXA6	0.0242467790133672	1.93034177394444
CRISPLD1	0.02457533078701	2.22679352911111
CCNA1	0.0245814196711079	2.21992744622222
CENPF	0.0246102089022544	3.48458679733333
IL1RL1	0.0246337892287999	1.7969871295
TFR2	0.0246337892287999	1.25341550572222
SNORA33	0.0246337892287999	1.81087009677778
AHSP	0.0248009037418272	2.43146999916667
	0.0250182787952002	1.09204695172222
ENOSF1	0.0250185192241463	2.249451496
SNORD50B	0.0251363075019728	1.50944782255556
SNORD21	0.0252868261576214	1.663758602
LPIN1	0.0256562762262454	1.24458610538889
HIST2H2AB///HIST2H2AB	0.025837058463131	1.94339453361111
CLSPN///CLSPN	0.0258601141091261	3.00606181122222
ZBTB8B///ZBTB8A	0.0260270940810513	1.62049787705555
	0.0261867997931334	2.25725276088889
GPR174	0.0261867997931334	3.578517456
RBL1	0.0262175105713922	1.51011397455555
WRN	0.0262425174276643	1.51349967183333
EXTL2	0.0264338108033769	1.83128268677778
SNORD60	0.0264338108033769	1.57642950383333
ZNF256	0.0264338108033769	1.55394561188889
SNORD6///TAF1D	0.0265266082852094	1.12491115744445
	0.0266492010304398	1.1451168535
CDC45	0.0266492010304398	2.76400386211111
PTGR1	0.0266641958398117	1.56087520138889
LINC01123///LINC01106	0.0269970301335917	1.55550559755556
CCNB2	0.0269970301335917	3.38136723227778
CCNA2	0.0269970301335917	2.8265365225
GCSAML	0.0270208030792483	2.48656317611111
LINC00680-GUSBP4///LOC100133050///GUSBP9///GUSBP1///GUSBP3///GUSBP2///SMA5///SMA4///GUSBP3///SMA5///SMA4	0.027038271379167	1.74419836283333
